기지국명,NE_ID,VLAN_ID,IP,GW,RS_IP,DU TYPE,CH_0,CH_1,CH_2
SLB_T광주쌍촌뱅크B9,16818,1038,10.110.9.72,10.110.9.65,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주쌍촌뱅크B8,16819,1038,10.110.9.80,10.110.9.65,10.113.225.8,DU30A,850M,2.6G,2.1G
SL_T익산호산C0,8770,2010,33.6.2.88,33.6.2.65,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T보성보성RB0,830,2113,33.6.178.16,33.6.178.1,10.113.99.88,DU30A,800M,,2.1G
SL_T순천뉴코아B0,41075,1161,10.110.40.32,10.110.40.1,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T광양ICRC0,41716,2301,33.6.75.32,33.6.75.1,10.113.223.28,DU30A,850M,,2.1G
SL_T보성벌교옥전RB1,831,2107,33.6.176.144,33.6.176.129,10.113.99.88,DU30A,850M,,
SL_T보성보성RC0,829,2113,33.6.178.24,33.6.178.1,10.113.99.88,DU30A,800M,800M,2.1G
SL_T보성회천율포RC0,832,2243,33.6.60.144,33.6.60.129,10.113.99.88,DU30A,850M,,2.1G
SL_T완도고금1B0,589,2314,33.6.128.80,33.6.128.65,10.113.222.8,DU30A,800M,,
SL_W완도소안B0,508,2301,33.6.125.16,33.6.125.1,10.113.222.8,DU25,850M,,
SL_M진도군내녹진RA0,300,2392,33.6.147.200,33.6.147.193,10.113.222.8,DU15,850M,850M,
SLN_O완도군외A0,604,2304,33.6.125.200,33.6.125.193,10.113.222.8,DU15,850M,,
SLN_O완도대신A0,603,2307,33.6.126.136,33.6.126.129,10.113.222.8,DU15,850M,,
SLN_O완도불목A0,602,2309,33.6.127.8,33.6.127.1,10.113.222.8,DU15,850M,,
SLN_O진도지산길은A0,304,2396,33.6.148.200,33.6.148.193,10.113.222.8,DU15,850M,,
SLR_OA완도금당A0,591,2264,33.6.65.200,33.6.65.193,10.113.222.8,DU15,850M,850M,
SLR_W완도보길RA0,584,2313,33.6.128.8,33.6.128.1,10.113.222.8,DU25,850M,850M,
SLR_OA완도생일A0,592,2287,33.6.71.136,33.6.71.129,10.113.222.8,DU15,850M,850M,
SLR_W진도석현RA0,302,2394,33.6.148.72,33.6.148.65,10.113.222.8,DU25,850M,850M,
SLR_O완도고금1A0,585,2314,33.6.128.72,33.6.128.65,10.113.222.8,DU15,850M,,
SLR_O완도고금2A0,586,2315,33.6.128.136,33.6.128.129,10.113.222.8,DU15,850M,,
SLR_O완도금일1A0,587,2288,33.6.71.200,33.6.71.193,10.113.222.8,DU15,850M,,
SLR_O완도금일2A0,595,2128,33.6.181.200,33.6.181.193,10.113.222.8,DU15,850M,,
SLR_O완도당목A0,594,2316,33.6.128.200,33.6.128.193,10.113.222.8,DU15,850M,,
SLR_O완도약산A0,588,2320,33.6.129.200,33.6.129.193,10.113.222.8,DU15,850M,,
SLR_O완도청산양중A0,590,2322,33.6.130.72,33.6.130.65,10.113.222.8,DU15,850M,,
SLR_O진도가치A0,311,2403,33.6.200.136,33.6.200.129,10.113.222.8,DU15,850M,,
SLR_W진도나리RA0,301,2393,33.6.148.8,33.6.148.1,10.113.222.8,DU25,850M,,2.1G
SLR_O진도돈지A0,306,2398,33.6.149.72,33.6.149.65,10.113.222.8,DU15,850M,,
SLR_O진도삼당A0,310,2402,33.6.200.72,33.6.200.65,10.113.222.8,DU15,850M,,
SLR_O진도임회봉상A0,309,2401,33.6.200.8,33.6.200.1,10.113.222.8,DU15,850M,,
SLR_O진도접도A0,308,2400,33.6.149.200,33.6.149.193,10.113.222.8,DU15,850M,,
SLR_W진도침계A0,305,2397,33.6.149.8,33.6.149.1,10.113.222.8,DU25,850M,,
SL_T서귀안덕광해C1,24938,2382,33.6.95.96,33.6.95.65,10.113.99.118,DU30A,800M,,
SL_T서귀대정하모1C0,24939,2372,33.6.92.224,33.6.92.193,10.113.99.118,DU30A,800M,,
SL_T서귀안덕화순1B1,24940,2385,33.6.96.24,33.6.96.1,10.113.99.118,DU30A,800M,,
SL_T서귀안덕덕수B0,24941,2380,33.6.94.208,33.6.94.193,10.113.99.118,DU30A,800M,,
SL_T서귀안덕서광B0,24942,2383,33.6.95.144,33.6.95.129,10.113.99.118,DU30A,800M,,
SL_T서귀안덕상창B0,24943,2381,33.6.95.16,33.6.95.1,10.113.99.88,DU30A,800M,,
SL_T서귀대정무릉B0,24945,2367,33.6.91.144,33.6.91.129,10.113.99.118,DU30A,800M,,
SL_T서귀대정인성B0,24946,2371,33.6.92.144,33.6.92.129,10.113.99.118,DU30A,800M,,
SLN_O신안팔금읍리A0,200,2366,33.6.141.72,33.6.141.65,10.113.222.8,DU15,850M,2.6G,
SLN_O신안압해송공A0,818,2367,33.6.141.136,33.6.141.129,10.113.222.8,DU15,850M,,
SLN_W신안장산도A0,201,2368,33.6.141.200,33.6.141.193,10.113.222.8,DU25,850M,,
SLR_O신안도초만년A0,204,2371,33.6.142.136,33.6.142.129,10.113.222.8,DU15,850M,,
SLR_O신안비금면A0,206,2373,33.6.143.8,33.6.143.1,10.113.222.8,DU15,850M,2.6G,
SLR_W신안비금내월A0,207,2374,33.6.143.72,33.6.143.65,10.113.222.8,DU25,850M,2.6G,
SLR_OA신안신의상태A0,208,2375,33.6.143.136,33.6.143.129,10.113.222.8,DU15,850M,850M,
SLR_O신안기좌복호A0,210,2377,33.6.144.8,33.6.144.1,10.113.222.8,DU15,850M,2.6G,
SLR_O신안암태A0,212,2378,33.6.144.72,33.6.144.65,10.113.222.8,DU15,850M,,
SLR_W신안암태신석B0,213,2379,33.6.144.144,33.6.144.129,10.113.222.8,DU25,850M,,
SLR_OA신안자은1A0,214,2380,33.6.144.200,33.6.144.193,10.113.222.8,DU15,850M,850M,
SLR_OA신안자은2A0,215,2381,33.6.145.8,33.6.145.1,10.113.222.8,DU15,850M,850M,
SLR_O신안증도면A0,216,2382,33.6.145.72,33.6.145.65,10.113.222.8,DU15,850M,,
SLR_O신안증도우전A0,217,2383,33.6.145.136,33.6.145.129,10.113.222.8,DU15,850M,,
SLR_O신안지도탄동A0,219,2385,33.6.146.8,33.6.146.1,10.113.222.8,DU15,850M,,
SLR_W신안하의도RA0,220,2386,33.6.146.72,33.6.146.65,10.113.222.8,DU25,850M,850M,
SLR_OA신안흑산사리A0,222,2426,33.6.206.72,33.6.206.65,10.113.222.8,DU15,850M,850M,
SLR_O신안흑산예리A0,223,2427,33.6.206.136,33.6.206.129,10.113.222.8,DU15,850M,2.6G,
SLR_W신안홍도RA0,224,2428,33.6.206.200,33.6.206.193,10.113.222.8,DU25,850M,2.6G,
SLR_W신안가거도RA0,226,2388,33.6.146.200,33.6.146.193,10.113.222.8,DU25,850M,,
SLR_O신안지도봉리A0,229,2390,33.6.147.72,33.6.147.65,10.113.222.8,DU15,850M,,
SLR_W신안압해RA0,232,2391,33.6.147.136,33.6.147.129,10.113.222.8,DU25,850M,850M,
SL_W신안장산도B0,660,2368,33.6.141.208,33.6.141.193,10.113.222.8,DU25,850M,,
SL_W신안도초면A0,661,2370,33.6.142.72,33.6.142.65,10.113.222.8,DU25,850M,,
SL_W신안안좌면A0,663,2376,33.6.143.200,33.6.143.193,10.113.222.8,DU25,850M,,
SL_W신안암태신석A0,665,2379,33.6.144.136,33.6.144.129,10.113.222.8,DU25,850M,,
SL_T제주한라대입구A0,24931,1881,10.110.220.8,10.110.220.1,10.113.226.8,DU30A,800M,2.6G,2.1G
SL_T제주한라대입구A1,24932,1881,10.110.220.16,10.110.220.1,10.113.226.8,DU30A,800M,2.6G,2.1G
SL_T광주일곡B0,33230,1020,10.110.4.240,10.110.4.193,10.113.227.8,DU30A,850M,2.6G,2.1G
SL_T김제영상C0,8267,2027,33.6.6.152,33.6.6.129,10.113.223.38,DU30A,850M,850M,2.1G
SL_T김제요촌동B0,8873,1599,10.111.149.160,10.111.149.129,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T김제신풍B0,8869,1612,10.111.152.216,10.111.152.193,10.113.223.38,DU30A,850M,2.6G,2.1G
SLB_T전주서곡뱅크C0,50173,1699,10.110.174.136,10.110.174.129,10.113.229.8,DU30A,850M,2.6G,2.1G
SLB_T전주효자뱅크C2,50171,1700,10.110.174.216,10.110.174.193,10.113.229.8,DU30A,850M,2.6G,2.1G
SLB_T전주경원뱅크C0,50172,1767,10.110.191.152,10.110.191.129,10.113.229.8,DU30A,850M,2.6G,2.1G
SL_T완주봉동C0,50098,2280,33.6.69.224,33.6.69.193,10.113.229.8,DU30A,800M,,2.1G
SL_T완주읍내C0,50099,2455,33.6.238.152,33.6.238.129,10.113.229.8,DU30A,800M,,2.1G
SL_T완주용진상운B1,50104,2279,33.6.69.160,33.6.69.129,10.113.229.8,DU30A,800M,,2.1G
SL_T완주이서금평C0,50106,2285,33.6.71.40,33.6.71.1,10.113.229.8,DU30A,800M,,2.1G
SL_T강진군동B0,731,2215,33.6.103.144,33.6.103.129,10.113.222.8,DU30A,800M,,2.1G
SL_T강진봉성RB0,730,2285,33.6.121.16,33.6.121.1,10.113.222.8,DU30A,800M,,2.1G
SL_T장흥물축제C1,650,2280,33.6.119.240,33.6.119.193,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_T영암역리RC0,242,2245,33.6.111.24,33.6.111.1,10.113.99.118,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A0,648,1435,10.111.108.136,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A1,649,1435,10.111.108.144,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A2,655,1435,10.111.108.152,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A4,651,1435,10.111.108.160,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A3,652,1435,10.111.108.168,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A5,653,1435,10.111.108.176,10.111.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SL_T광주효천A0,16700,1055,10.110.13.136,10.110.13.129,10.113.225.8,DU30A,850M,2.6G,2.1G
SL_TB임실사선대A0,8452,2145,33.6.186.24,33.6.186.1,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_TB임실읍내A0,8455,2146,33.6.186.96,33.6.186.65,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T전주전북대B0,50005,1693,10.110.173.32,10.110.173.1,10.113.229.8,DU30A,800M,2.6G,2.1G
SL_T제주어승생B0,24952,2005,33.6.151.24,33.6.151.1,10.113.99.88,DU30A,850M,,
SL_T제주조천함덕A0,24955,2321,33.6.80.16,33.6.80.1,10.113.99.88,DU30A,850M,2.6G,2.1G
SL_T화순광덕RA0,42000,2537,33.26.3.8,33.26.3.1,10.113.99.88,DU30A,850M,2.6G,2.1G
SL_T제주애월하귀D0,24937,2315,33.6.78.160,33.6.78.129,10.113.99.88,DU30A,800M,,
SL_T제주한경저지B0,24953,2316,33.6.78.208,33.6.78.193,10.113.99.88,DU30A,850M,,
SL_T순천가곡RB1,41091,2532,33.26.1.200,33.26.1.193,10.113.228.8,DU30A,850M,,2.1G
SL_T보성벌교읍RC0,825,2104,33.6.175.208,33.6.175.193,10.113.99.88,DU30A,850M,,2.1G
SLB_T광주우산국사3C2,33779,1059,10.111.14.144,10.111.14.129,10.113.227.8,DU30A,850M,,2.1G
SLB_T광주우산국사3C1,33778,1059,10.111.14.152,10.111.14.129,10.113.227.8,DU30A,850M,2.6G,2.1G
SL_T부안서외B0,8352,2072,33.6.17.200,33.6.17.193,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T부안터미널B0,8351,2075,33.6.18.136,33.6.18.129,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T여수중흥삼거리A1,41414,1366,10.110.91.104,10.110.91.65,10.113.228.8,DU30A,800M,2.6G,2.1G
SL_T익산원광대C0,8774,1550,10.111.137.72,10.111.137.65,10.113.224.8,DU30A,850M,2.6G,2.1G
SLB_T익산영등뱅크B0,8773,1548,10.111.136.200,10.111.136.193,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T제주납읍목장C0,24949,2312,33.6.77.216,33.6.77.193,10.113.99.88,DU30A,800M,800M,
SL_T여수웅천A0,41110,1393,10.110.98.72,10.110.98.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수미평A0,41111,1055,10.110.98.8,10.110.98.1,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수우두RD0,41115,2538,33.26.3.72,33.26.3.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T장성진원선적RB0,32782,2210,33.6.102.80,33.6.102.65,10.113.223.18,DU30A,800M,,2.1G
SL_T장성삼계상도B0,32783,2295,33.6.123.144,33.6.123.129,10.113.223.18,DU30A,800M,,2.1G
SL_T장성상무대RC0,32779,2226,33.6.106.88,33.6.106.65,10.113.223.18,DU30A,800M,2.6G,2.1G
SL_T서귀신산A0,24954,2378,33.6.94.80,33.6.94.65,10.113.99.118,DU30A,850M,,
SL_T여수화장D0,41112,1200,10.110.49.200,10.110.49.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수공화국사B0,41113,1352,10.110.87.232,10.110.87.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수화동RB0,41114,2220,33.6.54.208,33.6.54.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수봉전RB0,41116,2232,33.6.57.208,33.6.57.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T보성벌교낙성RA1,824,2103,33.6.175.144,33.6.175.129,10.113.99.88,DU30A,850M,,2.1G
SL_T순천별량쌍림RC0,41088,2063,33.6.165.152,33.6.165.129,10.113.228.8,DU30A,850M,,2.1G
SL_T담양수북RB1,32821,2090,33.6.172.80,33.6.172.65,10.113.223.18,DU30A,850M,,
SL_T담양기곡RB0,32824,2091,33.6.172.144,33.6.172.129,10.113.223.18,DU30A,850M,,
SL_T담양대전면RB1,32823,2206,33.6.101.80,33.6.101.65,10.113.223.18,DU30A,850M,,
SL_T담양공고RB0,32826,2089,33.6.172.24,33.6.172.1,10.113.223.18,DU30A,850M,,2.1G
SLB_T순천장천사옥B0,41053,1372,10.110.92.208,10.110.92.193,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T담양주산RB1,32840,2118,33.6.179.88,33.6.179.65,10.113.223.18,DU30A,800M,2.6G,2.1G
SL_T완주소양해월C0,50075,2141,33.6.185.24,33.6.185.1,10.113.229.8,DU30A,800M,,2.1G
SLB_T목포해안뱅크A9,654,1395,10.111.98.160,10.111.98.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SL_M광주동광주D1,16797,1006,10.110.1.112,10.110.1.65,10.113.225.8,DU25,850M,2.6G,2.1G
SLB_T제주화북A5,24963,1920,10.110.229.208,10.110.229.193,10.113.99.88,DU30A,850M,850M,2.1G
SLB_T제주화북A6,24964,1920,10.110.229.216,10.110.229.193,10.113.99.88,DU30A,850M,850M,2.1G
SLB_T제주화북A7,24966,1920,10.110.229.224,10.110.229.193,10.113.99.88,DU30A,850M,850M,2.1G
SLB_T군산경암뱅크B5,8753,1773,10.110.193.16,10.110.193.1,10.113.224.8,DU30A,850M,2.6G,2.1G
SLB_T남원동충뱅크A0,40963,1579,10.110.144.152,10.110.144.129,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T영암독천RB0,77,2281,33.6.120.24,33.6.120.1,10.113.99.118,DU30A,850M,,2.1G
SL_T영암미암RB0,78,2248,33.6.111.208,33.6.111.193,10.113.99.118,DU30A,850M,,2.1G
SL_T영암서호태백RB0,79,2243,33.6.110.144,33.6.110.129,10.113.99.118,DU30A,850M,,2.1G
SLB_T광주광천뱅크A0,16404,1040,10.111.9.200,10.111.9.193,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주광천뱅크A1,16405,1040,10.111.9.208,10.111.9.193,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주쌍촌뱅크B0,16770,1033,10.110.8.24,10.110.8.1,10.113.225.8,DU30,850M,2.6G,2.1G
SLB_T광주쌍촌뱅크B1,16771,1038,10.110.9.88,10.110.9.65,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주농성뱅크B1,16775,1055,10.111.13.184,10.111.13.129,10.113.225.8,DU30A,850M,2.6G,2.1G
SLR_O군산말도A0,8242,2428,33.6.231.200,33.6.231.193,10.113.224.8,DU15,850M,,2.1G
SL_T제주연동A0,24960,1978,10.110.244.120,10.110.244.65,10.113.99.88,DU30A,850M,2.6G,2.1G
SLB_T서귀뱅크C1,24970,1909,10.110.227.8,10.110.227.1,10.113.99.118,DU30A,850M,2.6G,2.1G
SL_T서귀표선세화B1,24968,2388,33.6.96.216,33.6.96.193,10.113.99.88,DU30A,850M,,
SL_T무안일로월암B0,725,2178,33.6.44.80,33.6.44.65,10.113.223.18,DU30A,850M,2.6G,2.1G
SL_T무안청호ICB0,726,2235,33.6.108.144,33.6.108.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SL_T제주제대정문A0,24957,1975,10.110.243.168,10.110.243.129,10.113.99.88,DU30A,850M,2.6G,2.1G
SLB_T전주우아뱅크C1,50149,1775,10.110.193.182,10.110.193.129,10.113.229.8,DU30A,800M,2.6G,2.1G
SLB_T여수여서국사C1,42010,1367,10.110.91.168,10.110.91.129,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수웅천A1,42004,1393,10.110.98.80,10.110.98.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T여수소호A0,42005,1201,10.110.50.48,10.110.50.1,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T고흥호형RB0,41117,2528,33.26.0.208,33.26.0.193,10.113.99.88,DU30A,850M,,2.1G
SL_T군산마룡B0,8245,2348,33.6.86.208,33.6.86.193,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T순천인월B1,41087,2051,33.6.162.144,33.6.162.129,10.113.228.8,DU30A,850M,,2.1G
SLB_T익산역전뱅크B1,8883,1542,10.111.135.96,10.111.135.65,10.113.224.8,DU30A,850M,2.6G,2.1G
SLR_O고창동호A0,8193,2103,33.6.25.136,33.6.25.129,10.113.223.38,DU15,850M,850M,
SLR_W고창하전A0,8194,2110,33.6.27.72,33.6.27.65,10.113.223.38,DU25,850M,850M,
SLR_W고창성내B0,8198,2106,33.6.26.72,33.6.26.65,10.113.223.38,DU25,850M,850M,
SLN_O고창상하면A0,8201,2104,33.6.25.200,33.6.25.193,10.113.223.38,DU15,850M,850M,
SL_M고창공음B1,8204,2101,33.6.25.8,33.6.25.1,10.113.223.38,DU30A,850M,,
SLN_O고창해리A0,8211,2111,33.6.27.136,33.6.27.129,10.113.223.38,DU15,850M,850M,
SL_W군산어청도A0,8231,2010,33.7.2.72,33.7.2.65,10.113.224.8,DU25,850M,,2.1G
SLR_O군산방축도A0,8241,2408,33.6.226.200,33.6.226.193,10.113.224.8,DU15,850M,,
SLR_O군산개야도A0,8250,2011,33.7.2.136,33.7.2.129,10.113.224.8,DU15,850M,,
SLR_O무주구천동2A0,8317,2196,33.6.198.200,33.6.198.193,10.113.229.8,DU15,850M,,
SLR_O부안위도A0,8329,2119,33.6.29.136,33.6.29.129,10.113.223.38,DU15,850M,850M,
SLR_O부안위도2A0,8330,2130,33.6.32.72,33.6.32.65,10.113.223.38,DU15,850M,,
SL_W부안내소사A0,8338,2115,33.6.28.136,33.6.28.129,10.113.223.38,DU25,850M,,
SLN_O부안내변산A0,8345,2114,33.6.28.72,33.6.28.65,10.113.223.38,DU15,850M,850M,
SLN_O군산연도A0,8212,2413,33.6.228.8,33.6.228.1,10.113.224.8,DU15,850M,,2.1G
SLB_T전주송천뱅크C0,50040,1737,10.110.184.32,10.110.184.1,10.113.229.8,DU30A,850M,2.6G,2.1G
SLB_T서귀뱅크C2,24971,1909,10.110.227.16,10.110.227.1,10.113.99.118,DU30A,850M,2.6G,2.1G
SL_T신안안좌면C0,234,2376,33.6.143.208,33.6.143.193,10.113.222.8,DU30A,850M,2.6G,
SL_T제주애월B0,24965,2336,33.6.83.208,33.6.83.193,10.113.99.88,DU30A,850M,,2.1G
SLB_T광양중동국사A2,41718,1132,10.110.32.208,10.110.32.193,10.113.223.28,DU30A,850M,,2.1G
SL_T서귀하원C0,24969,1902,10.110.225.104,10.110.225.65,10.113.99.88,DU30,850M,,
SLR_O진도상조도RA0,690,2406,33.6.201.72,33.6.201.65,10.113.222.8,DU15,850M,,
SL_T화순주도RA0,42003,2031,33.6.157.144,33.6.157.129,10.113.99.88,DU30A,850M,,2.1G
SL_T화순독상RA0,42006,2025,33.6.156.16,33.6.156.1,10.113.99.88,DU30A,850M,,2.1G
SL_T화순이양RA0,42011,2030,33.6.157.80,33.6.157.65,10.113.99.88,DU30A,850M,850M,2.1G
SLB_T광주주월국사D0,16441,1052,10.110.12.224,10.110.12.193,10.113.225.8,DU30A,850M,2.6G,2.1G
SL_T익산영등중B1,8890,1549,10.111.137.40,10.111.137.1,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T익산배산지구B0,8892,1618,10.111.154.72,10.111.154.65,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T익산금마B1,8810,2017,33.6.4.32,33.6.4.1,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T김제흥사백산B0,8885,2078,33.6.19.88,33.6.19.65,10.113.223.38,DU30A,850M,,2.1G
SLB_T광주농성뱅크B9,16835,1055,10.111.13.168,10.111.13.129,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주농성뱅크B8,16836,1055,10.111.13.176,10.111.13.129,10.113.225.8,DU30A,850M,2.6G,2.1G
SLB_T광주송정뱅크C0,32770,1026,10.111.6.120,10.111.6.65,10.113.227.8,DU30A,850M,2.6G,2.1G
SLB_T광주하남뱅크C0,32769,1031,10.111.7.168,10.111.7.129,10.113.227.8,DU30A,850M,2.6G,2.1G
SL_T부안상서통정B0,8353,2077,33.6.19.24,33.6.19.1,10.113.223.38,DU30A,850M,2.6G,2.1G
SLB_T여수학동국사B0,42008,1346,10.110.86.96,10.110.86.65,10.113.228.8,DU30A,850M,2.6G,2.1G
SL_T남원대산수덕A0,41983,2131,33.6.182.144,33.6.182.129,10.113.223.38,DU30A,850M,850M,
SL_T영암군서RB0,247,2279,33.6.119.144,33.6.119.129,10.113.99.118,DU30A,850M,2.6G,2.1G
SL_T완주삼례C0,50129,2396,33.6.98.232,33.6.98.193,10.113.229.8,DU30A,800M,,2.1G
SL_T완주현대차B1,50042,2346,33.6.86.104,33.6.86.65,10.113.229.8,DU30A,800M,,2.1G
SL_T제주한림금악D0,24967,2352,33.6.87.224,33.6.87.193,10.113.99.88,DU30A,850M,,
SL_T광양덕례RC0,41717,2289,33.6.72.32,33.6.72.1,10.113.223.28,DU30A,850M,,2.1G
SL_T군산내초C0,8717,1511,10.110.127.136,10.110.127.129,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T영암산호RC1,246,2275,33.6.118.160,33.6.118.129,10.113.99.118,DU30A,850M,2.6G,2.1G
SL_T제주조천A0,24959,2319,33.6.79.160,33.6.79.129,10.113.99.88,DU30A,850M,850M,2.1G
SL_T서귀상효C1,24974,2101,33.6.150.40,33.6.150.1,10.113.226.8,DU30A,850M,2.6G,2.1G
SL_T강진송월RB0,940,2216,33.6.103.208,33.6.103.193,10.113.222.8,DU30A,850M,-,-
SL_T강진신전RB1,941,2293,33.6.123.16,33.6.123.1,10.113.222.8,DU30A,850M,-,-
SL_T장흥행원RB0,942,2251,33.6.112.144,33.6.112.129,10.113.222.8,DU30A,850M,2.6G,2.1G
SLR_W신안임자대기RA0,248,2430,33.6.207.72,33.6.207.65,10.113.222.8,DU25,850M,2.6G,
SL_T신안수치도RA0,408,2132,33.6.32.200,33.6.32.193,10.113.222.8,DU30A,850M,,
SLB_T광주우산국사3C3,32771,1059,10.111.14.160,10.111.14.129,10.113.227.8,DU30A,850M,2.6G,
SL_T무주구천동B0,32813,2186,33.6.196.80,33.6.196.65,10.113.229.8,DU30A,850M,,2.1G
SL_T신안재원도RA0,249,2131,33.6.32.136,33.6.32.129,10.113.222.8,DU30A,850M,,
SL_T광주첨단빌딩C0,32768,1011,10.111.2.176,10.111.2.129,10.113.227.8,DU30A,850M,2.6G,2.1G
SL_T무주안성면A0,32814,2199,33.6.199.144,33.6.199.129,10.113.229.8,DU30A,850M,,2.1G
SL_T완주봉동C1,50006,2280,33.6.69.232,33.6.69.193,10.113.229.8,DU30A,800M,,2.1G
SL_우산시험기지국25,17406,,10.111.13.20,,10.113.222.8,DU25,,,
SL_T보성남양RC0,833,2110,33.6.177.80,33.6.177.65,10.113.99.88,DU30A,850M,,2.1G
SL_T영광대마월산RB0,33243,2234,33.6.108.88,33.6.108.65,10.113.223.18,DU30A,800M,2.6G,2.1G
SL_T무안일로월암RB1,727,2178,33.6.44.88,33.6.44.65,10.113.223.18,DU30A,850M,2.6G,2.1G
SL_T고창흥덕B0,8950,2094,33.6.23.88,33.6.23.65,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T고창공음B0,8952,2101,33.6.25.16,33.6.25.1,10.113.223.38,DU30A,850M,2.6G,2.1G
SL_T보성장좌RC0,827,2105,33.6.176.16,33.6.176.1,10.113.99.88,DU30A,850M,,2.1G
SL_T보성대포RB1,826,2106,33.6.176.80,33.6.176.65,10.113.99.88,DU30A,850M,,2.1G
SLB_T광양칠성RC0,41085,2293,33.6.73.16,33.6.73.1,10.113.223.28,DU30A,850M,,2.1G
SL_T광양죽림RC0,41656,2291,33.6.72.152,33.6.72.129,10.113.223.28,DU30A,850M,,2.1G
SL_T완도신상RC0,671,2310,33.6.127.80,33.6.127.65,10.113.222.8,DU30A,850M,,2.1G
SL_T광양진월망덕RC0,41657,2299,33.6.74.152,33.6.74.129,10.113.223.28,DU30A,850M,,2.1G
SL_T광양봉강구서RC0,41659,2302,33.6.75.80,33.6.75.65,10.113.223.28,DU30A,850M,,2.1G
SL_T광양동곡RB1,41658,2297,33.6.74.16,33.6.74.1,10.113.223.28,DU30A,850M,,2.1G
SL_T서귀호근C1,24977,1901,10.110.225.40,10.110.225.1,10.113.226.8,DU30A,850M,,2.1G
SL_T곡성읍내학정RC0,840,2080,33.6.169.216,33.6.169.193,10.113.99.88,DU30A,850M,2.6G,2.1G
SL_T고흥용정RC0,41118,2523,33.6.255.152,33.6.255.129,10.113.99.88,DU30A,850M,,2.1G
SL_T고흥풍양A1,42019,1232,10.110.57.208,10.110.57.193,10.113.99.88,DU30A,850M,,2.1G
SL_T순천수평RC0,41084,2048,33.6.161.216,33.6.161.193,10.113.228.8,DU30A,850M,,2.1G
SL_T순천주공6차B1,41076,1162,10.110.40.112,10.110.40.65,10.113.228.8,DU30A,850M,,2.1G
SL_T순천월계RD1,41092,2050,33.6.162.96,33.6.162.65,10.113.228.8,DU30A,850M,,
SL_T순천금평RC0,41093,2045,33.6.161.24,33.6.161.1,10.113.228.8,DU30A,850M,,2.1G
SL_T보성거석RC0,828,2114,33.6.178.80,33.6.178.65,10.113.99.88,DU30A,850M,SL_E5CC0,2.1G
SL_T무안공항RA1,962,2237,33.6.109.16,33.6.109.1,10.113.223.18,DU30A,850M,,
SL_T익산동부시장A0,8766,1544,10.111.135.208,10.111.135.193,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_T목포대양C0,672,2286,33.6.121.96,33.6.121.65,10.113.222.8,DU30A,850M,2.6G,2.1G
SLB_T무안남악뱅크A6,673,1435,10.111.108.140,10.111.108.129,10.113.222.8,DU30A,850M,2.6G,2.1G
